Data-Science-Activity,value
Visualizing data,25.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,25.0
Visualizing data,30.0
Visualizing data,60.0
Visualizing data,25.0
Visualizing data,2.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,13.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,50.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,40.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,40.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,40.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,25.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,7.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,70.0
Visualizing data,5.0
Visualizing data,50.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,50.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,1.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,7.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,30.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,35.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,50.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,50.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,40.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,40.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,60.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,40.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,100.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,0.0
Visualizing data,100.0
Visualizing data,10.0
Visualizing data,33.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,9.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,50.0
Visualizing data,90.0
Visualizing data,15.0
Visualizing data,1.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,75.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,7.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,40.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,50.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,2.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,7.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,8.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,3.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,40.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,40.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,2.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,40.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,40.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,8.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,25.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,24.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,2.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,25.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,80.0
Visualizing data,5.0
Visualizing data,50.0
Visualizing data,15.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,50.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,2.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,35.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,15.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,18.0
Visualizing data,15.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,30.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,27.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,35.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,35.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,40.0
Visualizing data,3.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,45.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,13.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,50.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,3.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,3.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,60.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,0.0
Visualizing data,25.0
Visualizing data,3.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,8.0
Visualizing data,5.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,35.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,40.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,1.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,40.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,80.0
Visualizing data,5.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,50.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,40.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,1.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,25.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,4.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,50.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,50.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,25.0
Visualizing data,35.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,25.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,25.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,1.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,0.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,13.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,50.0
Visualizing data,30.0
Visualizing data,15.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,25.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,8.0
Visualizing data,35.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,35.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,0.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,30.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,0.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,33.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,0.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,5.0
Visualizing data,5.0
Visualizing data,10.0
Visualizing data,15.0
Visualizing data,20.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,10.0
Visualizing data,30.0
Visualizing data,20.0
Visualizing data,15.0
Visualizing data,10.0
Visualizing data,20.0
Visualizing data,10.0
Visualizing data,5.0
