index,frequent_ml
9045,Scikit-Learn
9046,Xgboost
9047,Keras
9049,Scikit-Learn
9050,Scikit-Learn
9051,Scikit-Learn
9053,Scikit-Learn
9061,Fastai
9063,lightgbm
9065,Caffe
9066,Other
9068,Scikit-Learn
9069,Scikit-Learn
9070,Scikit-Learn
9072,Scikit-Learn
9074,Scikit-Learn
9078,TensorFlow
9079,Keras
9080,Scikit-Learn
9081,TensorFlow
9082,Scikit-Learn
9083,Scikit-Learn
9084,Scikit-Learn
9085,Scikit-Learn
9087,Scikit-Learn
9088,Scikit-Learn
9089,Scikit-Learn
9091,Scikit-Learn
9095,PyTorch
9097,Scikit-Learn
9098,Caret
9099,TensorFlow
9100,Scikit-Learn
9103,Scikit-Learn
9104,Scikit-Learn
9105,TensorFlow
9107,Scikit-Learn
9110,Scikit-Learn
9111,Scikit-Learn
9112,Scikit-Learn
9114,Scikit-Learn
9115,Spark MLlib
9116,randomForest
9117,Keras
9119,Scikit-Learn
9120,PyTorch
9121,Caffe
9123,Scikit-Learn
9124,Scikit-Learn
9126,Keras
9127,Scikit-Learn
9130,randomForest
9133,Scikit-Learn
9134,TensorFlow
9136,Scikit-Learn
9137,Keras
9140,TensorFlow
9141,Caret
9142,TensorFlow
9143,Xgboost
9146,TensorFlow
9147,Spark MLlib
9148,Scikit-Learn
9149,Scikit-Learn
9150,Scikit-Learn
9151,Scikit-Learn
9152,Scikit-Learn
9156,Caret
9157,mlr
9158,Scikit-Learn
9159,Scikit-Learn
9160,TensorFlow
9161,TensorFlow
9163,Scikit-Learn
9164,randomForest
9165,Scikit-Learn
9166,PyTorch
9167,Keras
9168,Scikit-Learn
9169,mlr
9170,TensorFlow
9171,PyTorch
9172,Scikit-Learn
9173,PyTorch
9174,Caffe
9175,Scikit-Learn
9176,TensorFlow
9179,TensorFlow
9180,lightgbm
9182,Scikit-Learn
9183,Scikit-Learn
9184,Scikit-Learn
9185,TensorFlow
9187,Scikit-Learn
9188,Scikit-Learn
9189,randomForest
9190,TensorFlow
9193,Fastai
9194,Scikit-Learn
9195,TensorFlow
9199,Scikit-Learn
9200,Other
9201,Scikit-Learn
9203,Scikit-Learn
9204,Keras
9205,Keras
9207,Scikit-Learn
9208,Keras
9209,TensorFlow
9210,Scikit-Learn
9211,Keras
9212,Keras
9213,Keras
9214,Scikit-Learn
9215,Scikit-Learn
9216,TensorFlow
9218,Keras
9219,Scikit-Learn
9221,Keras
9222,Keras
9223,Scikit-Learn
9226,Scikit-Learn
9228,TensorFlow
9229,Scikit-Learn
9230,Scikit-Learn
9232,TensorFlow
9234,Scikit-Learn
9236,TensorFlow
9237,TensorFlow
9238,Scikit-Learn
9239,Keras
9240,Scikit-Learn
9241,Scikit-Learn
9242,Scikit-Learn
9243,TensorFlow
9244,TensorFlow
9245,TensorFlow
9247,Scikit-Learn
9248,Caret
9251,lightgbm
9252,Caret
9253,Keras
9254,Scikit-Learn
9255,Scikit-Learn
9259,Scikit-Learn
9260,Caret
9261,Scikit-Learn
9262,Prophet
9263,Scikit-Learn
9264,Keras
9265,Scikit-Learn
9266,randomForest
9267,randomForest
9268,Scikit-Learn
9269,Scikit-Learn
9270,Scikit-Learn
9271,TensorFlow
9272,Scikit-Learn
9273,Caffe
9274,PyTorch
9276,Scikit-Learn
9277,randomForest
9281,Keras
9282,Keras
9284,Scikit-Learn
9285,Scikit-Learn
9287,Scikit-Learn
9288,Scikit-Learn
9290,Scikit-Learn
9292,Scikit-Learn
9293,Scikit-Learn
9294,Xgboost
9297,Spark MLlib
9299,Scikit-Learn
9300,Scikit-Learn
9301,Scikit-Learn
9302,Scikit-Learn
9303,Scikit-Learn
9304,Keras
9306,Keras
9308,PyTorch
9310,Scikit-Learn
9313,Scikit-Learn
9317,Keras
9318,Scikit-Learn
9319,Caret
9320,Xgboost
9322,Spark MLlib
9323,TensorFlow
9325,Keras
9326,Keras
9327,Keras
9328,Xgboost
9330,Keras
9331,TensorFlow
9332,Spark MLlib
9333,Xgboost
9334,Keras
9336,Scikit-Learn
9337,TensorFlow
9338,Scikit-Learn
9340,Keras
9341,Scikit-Learn
9342,Scikit-Learn
9343,TensorFlow
9344,TensorFlow
9347,Scikit-Learn
9348,Scikit-Learn
9349,Xgboost
9350,Keras
9351,Scikit-Learn
9352,Xgboost
9354,Scikit-Learn
9355,randomForest
9357,Scikit-Learn
9358,Scikit-Learn
9359,Keras
9360,Scikit-Learn
9361,Scikit-Learn
9363,Spark MLlib
9364,TensorFlow
9365,Scikit-Learn
9366,Scikit-Learn
9367,TensorFlow
9369,Scikit-Learn
9370,randomForest
9371,Scikit-Learn
9373,Scikit-Learn
9375,Scikit-Learn
9378,Scikit-Learn
9379,Xgboost
9382,Scikit-Learn
9385,Caret
9386,Scikit-Learn
9387,TensorFlow
9389,TensorFlow
9390,Xgboost
9391,Fastai
9393,TensorFlow
9394,Prophet
9396,TensorFlow
9397,randomForest
9398,PyTorch
9400,Caret
9401,Scikit-Learn
9402,Scikit-Learn
9403,Scikit-Learn
9404,Scikit-Learn
9405,Keras
9406,PyTorch
9407,randomForest
9408,Other
9409,Scikit-Learn
9411,Scikit-Learn
9412,Scikit-Learn
9414,lightgbm
9415,Scikit-Learn
9416,TensorFlow
9417,TensorFlow
9418,TensorFlow
9419,Scikit-Learn
9421,Scikit-Learn
9422,Scikit-Learn
9423,Keras
9426,Scikit-Learn
9427,Caret
9428,TensorFlow
9429,Scikit-Learn
9432,randomForest
9433,Scikit-Learn
9434,Scikit-Learn
9435,Scikit-Learn
9436,Keras
9437,Keras
9438,randomForest
9439,Scikit-Learn
9441,randomForest
9442,PyTorch
9445,Scikit-Learn
9446,TensorFlow
9447,Scikit-Learn
9448,TensorFlow
9450,PyTorch
9451,Scikit-Learn
9452,Scikit-Learn
9455,Caret
9456,Keras
9458,H20
9459,TensorFlow
9460,TensorFlow
9461,Scikit-Learn
9462,Scikit-Learn
9463,Scikit-Learn
9464,Scikit-Learn
9466,Caret
9467,TensorFlow
9468,PyTorch
9469,PyTorch
9470,PyTorch
9471,Scikit-Learn
9472,Scikit-Learn
9473,Scikit-Learn
9474,Caret
9476,TensorFlow
9479,TensorFlow
9480,Scikit-Learn
9481,TensorFlow
9482,Scikit-Learn
9483,Caret
9484,randomForest
9485,TensorFlow
9486,Keras
9488,Scikit-Learn
9489,Keras
9490,lightgbm
9491,Spark MLlib
9492,Scikit-Learn
9493,TensorFlow
9494,Scikit-Learn
9495,Scikit-Learn
9496,TensorFlow
9497,Caret
9498,TensorFlow
9499,Scikit-Learn
9500,Scikit-Learn
9501,Scikit-Learn
9502,Caret
9504,Scikit-Learn
9506,TensorFlow
9507,Scikit-Learn
9508,Scikit-Learn
9509,Scikit-Learn
9510,Xgboost
9511,Scikit-Learn
9512,Keras
9514,TensorFlow
9515,Scikit-Learn
9516,Xgboost
9517,Keras
9520,Scikit-Learn
9521,Scikit-Learn
9523,Scikit-Learn
9525,Caffe
9527,Spark MLlib
9528,Scikit-Learn
9529,Scikit-Learn
9531,PyTorch
9532,TensorFlow
9533,randomForest
9535,Scikit-Learn
9536,Scikit-Learn
9539,Keras
9541,Scikit-Learn
9542,Scikit-Learn
9544,PyTorch
9545,Scikit-Learn
9546,H20
9547,Scikit-Learn
9549,Scikit-Learn
9552,Scikit-Learn
9554,Scikit-Learn
9555,Scikit-Learn
9557,Scikit-Learn
9558,Scikit-Learn
9560,Caret
9561,Scikit-Learn
9562,Scikit-Learn
9563,PyTorch
9567,randomForest
9568,Scikit-Learn
9571,Scikit-Learn
9572,Xgboost
9573,Scikit-Learn
9574,Scikit-Learn
9576,Scikit-Learn
9577,Caret
9578,Other
9581,Scikit-Learn
9583,Scikit-Learn
9584,TensorFlow
9585,Scikit-Learn
9586,Scikit-Learn
9587,Scikit-Learn
9588,Scikit-Learn
9590,TensorFlow
9591,Scikit-Learn
9592,Scikit-Learn
9594,TensorFlow
9595,Xgboost
9597,Scikit-Learn
9598,Keras
9599,Scikit-Learn
9600,Scikit-Learn
9601,Scikit-Learn
9602,Scikit-Learn
9603,randomForest
9604,TensorFlow
9605,PyTorch
9607,TensorFlow
9608,Spark MLlib
9609,PyTorch
9610,Scikit-Learn
9611,Keras
9612,Scikit-Learn
9614,Scikit-Learn
9615,PyTorch
9616,Scikit-Learn
9617,TensorFlow
9618,Scikit-Learn
9619,Scikit-Learn
9620,catboost
9622,Scikit-Learn
9623,Caffe
9624,Scikit-Learn
9625,lightgbm
9627,Fastai
9629,Scikit-Learn
9630,Scikit-Learn
9631,Scikit-Learn
9632,Scikit-Learn
9633,Keras
9636,Scikit-Learn
9637,Scikit-Learn
9638,Xgboost
9639,Scikit-Learn
9640,TensorFlow
9642,Keras
9643,TensorFlow
9645,Scikit-Learn
9646,Scikit-Learn
9647,PyTorch
9648,Scikit-Learn
9649,Scikit-Learn
9650,Scikit-Learn
9651,Caret
9653,Keras
9655,Scikit-Learn
9656,Scikit-Learn
9657,Scikit-Learn
9660,Scikit-Learn
9661,Caret
9662,Scikit-Learn
9663,Scikit-Learn
9664,Scikit-Learn
9665,Keras
9666,Scikit-Learn
9668,TensorFlow
9670,Scikit-Learn
9671,TensorFlow
9673,Fastai
9675,Scikit-Learn
9676,Keras
9677,Keras
9678,Keras
9679,Keras
9680,Keras
9681,Scikit-Learn
9682,Spark MLlib
9684,Scikit-Learn
9685,Xgboost
9686,Scikit-Learn
9687,Scikit-Learn
9688,Xgboost
9693,Keras
9694,Scikit-Learn
9697,Scikit-Learn
9698,Keras
9699,randomForest
9700,Keras
9701,TensorFlow
9703,Caret
9704,Scikit-Learn
9705,randomForest
9707,Other
9708,TensorFlow
9710,Keras
9712,Keras
9713,Scikit-Learn
9714,Scikit-Learn
9715,Xgboost
9717,TensorFlow
9719,Scikit-Learn
9720,TensorFlow
9722,TensorFlow
9723,Scikit-Learn
9724,Scikit-Learn
9726,randomForest
9727,TensorFlow
9728,randomForest
9730,Caret
9731,Scikit-Learn
9732,PyTorch
9735,Scikit-Learn
9736,TensorFlow
9737,Keras
9738,Fastai
9739,Scikit-Learn
9742,Scikit-Learn
9743,Caret
9744,Scikit-Learn
9746,Scikit-Learn
9747,TensorFlow
9748,PyTorch
9749,Scikit-Learn
9752,Mxnet
9754,Caret
9756,Scikit-Learn
9757,Scikit-Learn
9758,mlr
9759,Scikit-Learn
9760,Other
9762,Scikit-Learn
9764,H20
9766,Xgboost
9767,Keras
9768,Xgboost
9769,Scikit-Learn
9771,Caret
9772,Spark MLlib
9773,Keras
9774,Caret
9776,Scikit-Learn
9777,Scikit-Learn
9778,Scikit-Learn
9780,Scikit-Learn
9781,Scikit-Learn
9782,Scikit-Learn
9783,Scikit-Learn
9785,TensorFlow
9786,Keras
9788,TensorFlow
9789,randomForest
9790,mlr
9793,Scikit-Learn
9794,Keras
9799,Scikit-Learn
9802,Keras
9803,Scikit-Learn
9804,Keras
9805,TensorFlow
9806,Scikit-Learn
9807,Scikit-Learn
9810,Scikit-Learn
9813,Scikit-Learn
9814,Scikit-Learn
9815,Scikit-Learn
9816,PyTorch
9817,Caret
9818,Scikit-Learn
9819,Xgboost
9821,Scikit-Learn
9823,Other
9825,Scikit-Learn
9826,Scikit-Learn
9827,Scikit-Learn
9828,Scikit-Learn
9829,Scikit-Learn
9831,randomForest
9832,TensorFlow
9833,TensorFlow
9834,Scikit-Learn
9835,TensorFlow
9836,Scikit-Learn
9837,TensorFlow
9839,Scikit-Learn
9841,Scikit-Learn
9842,TensorFlow
9843,Scikit-Learn
9844,Caret
9847,TensorFlow
9848,Caret
9851,Scikit-Learn
9852,Scikit-Learn
9853,TensorFlow
9854,Scikit-Learn
9855,Scikit-Learn
9856,TensorFlow
9858,Keras
9859,Scikit-Learn
9862,Xgboost
9867,Scikit-Learn
9868,H20
9869,Scikit-Learn
9870,Scikit-Learn
9871,Scikit-Learn
9872,Scikit-Learn
9875,Scikit-Learn
9876,TensorFlow
9877,Xgboost
9878,Scikit-Learn
9879,H20
9880,Scikit-Learn
9882,Scikit-Learn
9884,Spark MLlib
9885,Scikit-Learn
9886,randomForest
9887,Scikit-Learn
9888,TensorFlow
9889,PyTorch
9890,Scikit-Learn
9891,TensorFlow
9893,Scikit-Learn
9894,Keras
9895,Scikit-Learn
9897,Scikit-Learn
9899,Scikit-Learn
9900,TensorFlow
9901,Caret
9904,Keras
9905,Scikit-Learn
9906,TensorFlow
9907,lightgbm
9908,Keras
9909,Scikit-Learn
9911,Keras
9913,Scikit-Learn
9915,H20
9916,Scikit-Learn
9918,Scikit-Learn
9919,Scikit-Learn
9920,Scikit-Learn
9921,Scikit-Learn
9922,PyTorch
9924,Caret
9926,Scikit-Learn
9927,TensorFlow
9930,TensorFlow
9933,Scikit-Learn
9934,Keras
9935,Fastai
9937,Mxnet
9938,randomForest
9939,Keras
9941,Scikit-Learn
9942,Caret
9945,Spark MLlib
9946,Scikit-Learn
9947,Keras
9948,Scikit-Learn
9950,randomForest
9952,Scikit-Learn
9953,Scikit-Learn
9954,Keras
9957,Keras
9958,Scikit-Learn
9959,Scikit-Learn
9960,Spark MLlib
9961,Scikit-Learn
9962,Scikit-Learn
9963,Scikit-Learn
9964,lightgbm
9965,Scikit-Learn
9966,Scikit-Learn
9967,TensorFlow
9969,Scikit-Learn
9970,Scikit-Learn
9971,Xgboost
9973,randomForest
9974,Keras
9975,Scikit-Learn
9976,Scikit-Learn
9977,Caret
9978,Scikit-Learn
9979,Keras
9980,Scikit-Learn
9982,Scikit-Learn
9984,Scikit-Learn
9987,Scikit-Learn
9988,Scikit-Learn
9989,Other
9990,Spark MLlib
9991,Scikit-Learn
9992,randomForest
9997,PyTorch
9998,lightgbm
9999,TensorFlow
10001,Scikit-Learn
10002,PyTorch
10003,Xgboost
10005,PyTorch
10007,Scikit-Learn
10008,Scikit-Learn
10009,Scikit-Learn
10010,PyTorch
10011,Scikit-Learn
10013,Keras
10015,Scikit-Learn
10016,Scikit-Learn
10017,Scikit-Learn
10018,Scikit-Learn
10019,Scikit-Learn
10021,Scikit-Learn
10023,Scikit-Learn
10024,Keras
10026,TensorFlow
10027,TensorFlow
10030,Keras
10031,Scikit-Learn
10033,TensorFlow
10034,Scikit-Learn
10035,Scikit-Learn
10037,Scikit-Learn
10038,Keras
10042,Scikit-Learn
10043,Scikit-Learn
10044,TensorFlow
10046,TensorFlow
10047,Scikit-Learn
10048,Scikit-Learn
10049,Scikit-Learn
10050,Scikit-Learn
10054,Scikit-Learn
10055,Caret
10056,Scikit-Learn
10057,Keras
10060,Keras
10061,Scikit-Learn
10062,Scikit-Learn
10063,Scikit-Learn
10065,Fastai
10066,Scikit-Learn
10067,Keras
10069,Scikit-Learn
10071,Caret
10073,Scikit-Learn
10075,randomForest
10077,Scikit-Learn
10078,TensorFlow
10080,Caret
10082,Scikit-Learn
10083,Xgboost
10085,Fastai
10086,Scikit-Learn
10089,Scikit-Learn
10091,Scikit-Learn
10092,Scikit-Learn
10096,Scikit-Learn
10097,Scikit-Learn
10099,Keras
10101,Scikit-Learn
10102,Scikit-Learn
10103,TensorFlow
10104,TensorFlow
10105,Scikit-Learn
10106,TensorFlow
10107,TensorFlow
10110,Xgboost
10111,TensorFlow
10113,Scikit-Learn
10114,Scikit-Learn
10115,Xgboost
10116,Scikit-Learn
10117,Scikit-Learn
10118,lightgbm
10121,Scikit-Learn
10122,Scikit-Learn
10123,Scikit-Learn
10124,Keras
10125,Scikit-Learn
10126,PyTorch
10128,Keras
10129,Scikit-Learn
10131,Scikit-Learn
10132,TensorFlow
10133,Keras
10135,Scikit-Learn
10136,Scikit-Learn
10138,Scikit-Learn
10139,Scikit-Learn
10140,Keras
10141,Keras
10142,Keras
10143,Scikit-Learn
10144,Scikit-Learn
10145,TensorFlow
10146,Scikit-Learn
10147,TensorFlow
10148,Xgboost
10149,Scikit-Learn
10150,Keras
10151,Keras
10153,Scikit-Learn
10154,Keras
10157,Keras
10158,Scikit-Learn
10164,Scikit-Learn
10165,lightgbm
10166,Scikit-Learn
10167,Prophet
10168,TensorFlow
10169,Scikit-Learn
10170,Spark MLlib
10171,Scikit-Learn
10172,randomForest
10173,Scikit-Learn
10177,Scikit-Learn
10179,Scikit-Learn
10180,Keras
10183,Caret
10185,Scikit-Learn
10187,Xgboost
10188,TensorFlow
10189,Scikit-Learn
10193,Keras
10194,Scikit-Learn
10196,Scikit-Learn
10197,Scikit-Learn
10198,Scikit-Learn
10199,TensorFlow
10201,Scikit-Learn
10202,Scikit-Learn
10203,Keras
10204,Scikit-Learn
10205,TensorFlow
10206,Scikit-Learn
10208,Scikit-Learn
10209,Scikit-Learn
10210,Scikit-Learn
10211,Xgboost
10212,Caret
10213,Keras
10215,Scikit-Learn
10216,Scikit-Learn
10217,TensorFlow
10218,Xgboost
10220,Xgboost
10221,Xgboost
10223,Scikit-Learn
10224,TensorFlow
10225,Scikit-Learn
10226,PyTorch
10227,Caret
10228,Scikit-Learn
10229,TensorFlow
10230,Scikit-Learn
10231,randomForest
10232,Scikit-Learn
10233,Scikit-Learn
10235,Caret
10236,Scikit-Learn
10237,Keras
10238,Scikit-Learn
10239,CNTK
10240,Caret
10241,Scikit-Learn
10243,Scikit-Learn
10244,Scikit-Learn
10246,TensorFlow
10247,randomForest
10249,lightgbm
10251,Caret
10252,Keras
10253,Scikit-Learn
10254,catboost
10255,Caret
10256,Scikit-Learn
10257,Scikit-Learn
10258,Scikit-Learn
10259,Scikit-Learn
10260,Xgboost
10262,Scikit-Learn
10264,H20
10265,Keras
10267,Keras
10268,Mxnet
10269,Scikit-Learn
10271,randomForest
10272,Scikit-Learn
10273,TensorFlow
10274,H20
10275,randomForest
10276,Scikit-Learn
10280,TensorFlow
10281,Scikit-Learn
10283,TensorFlow
10284,Caret
10285,Scikit-Learn
10287,Keras
10288,Keras
10289,TensorFlow
10292,Scikit-Learn
10293,Keras
10295,Scikit-Learn
10296,Scikit-Learn
10297,Keras
10300,lightgbm
10301,Xgboost
10302,Spark MLlib
10303,Scikit-Learn
10305,Keras
10308,TensorFlow
10310,PyTorch
10311,TensorFlow
10312,randomForest
10314,Scikit-Learn
10316,Scikit-Learn
10317,Scikit-Learn
10318,Scikit-Learn
10319,Mxnet
10322,Scikit-Learn
10323,Caret
10324,Keras
10325,Scikit-Learn
10326,Spark MLlib
10333,mlr
10335,Scikit-Learn
10338,Keras
10339,TensorFlow
10340,Keras
10342,TensorFlow
10343,Caret
10344,Scikit-Learn
10346,Keras
10347,Scikit-Learn
10348,Keras
10349,Keras
10350,Keras
10352,Caret
10354,Keras
10355,Xgboost
10356,Xgboost
10357,Caffe
10358,Scikit-Learn
10359,TensorFlow
10361,Xgboost
10362,Keras
10363,Scikit-Learn
10364,Scikit-Learn
10367,Scikit-Learn
10368,Keras
10369,Keras
10370,Scikit-Learn
10371,Scikit-Learn
10372,Caret
10374,Scikit-Learn
10376,Caret
10378,TensorFlow
10379,Scikit-Learn
10382,catboost
10383,Scikit-Learn
10386,Caret
10389,Scikit-Learn
10390,TensorFlow
10392,randomForest
10393,Scikit-Learn
10397,TensorFlow
10398,Scikit-Learn
10402,Caret
10403,mlr
10404,Scikit-Learn
10407,Xgboost
10408,Scikit-Learn
10410,Scikit-Learn
10411,Keras
10413,Caret
10416,TensorFlow
10417,TensorFlow
10419,Scikit-Learn
10420,Caret
10422,Scikit-Learn
10423,H20
10424,Scikit-Learn
10425,Scikit-Learn
10427,Scikit-Learn
10430,Xgboost
10431,Scikit-Learn
10432,Scikit-Learn
10433,TensorFlow
10434,Keras
10435,Scikit-Learn
10436,Scikit-Learn
10437,Scikit-Learn
10439,H20
10440,TensorFlow
10441,Scikit-Learn
10442,TensorFlow
10443,Keras
10444,Scikit-Learn
10445,Scikit-Learn
10446,Keras
10448,Scikit-Learn
10450,Keras
10451,randomForest
10452,Caret
10453,Scikit-Learn
10454,Scikit-Learn
10455,Scikit-Learn
10456,Scikit-Learn
10457,randomForest
10458,Keras
10459,Other
10460,Scikit-Learn
10461,randomForest
10462,TensorFlow
10463,TensorFlow
10464,Caret
10465,Scikit-Learn
10467,randomForest
10468,Scikit-Learn
10469,Keras
10470,PyTorch
10471,TensorFlow
10472,Scikit-Learn
10475,Scikit-Learn
10476,Keras
10478,Scikit-Learn
10479,Caffe
10480,TensorFlow
10481,Scikit-Learn
10482,Xgboost
10483,TensorFlow
10484,TensorFlow
10489,Keras
10490,Spark MLlib
10491,Scikit-Learn
10492,Xgboost
10493,Scikit-Learn
10495,Caret
10497,Scikit-Learn
10498,randomForest
10499,Caret
10500,Scikit-Learn
10504,Xgboost
10505,Scikit-Learn
10506,Xgboost
10507,TensorFlow
10508,Scikit-Learn
10509,TensorFlow
10510,Scikit-Learn
10511,Mxnet
10513,TensorFlow
10515,Caret
10516,mlr
10519,TensorFlow
10520,Keras
10521,Scikit-Learn
10522,Scikit-Learn
10523,Scikit-Learn
10524,Scikit-Learn
10525,Keras
10526,PyTorch
10529,TensorFlow
10530,Scikit-Learn
10531,Scikit-Learn
10532,TensorFlow
10534,Scikit-Learn
10539,Scikit-Learn
10541,Scikit-Learn
10543,Keras
10545,Scikit-Learn
10546,Xgboost
10547,Fastai
10548,Scikit-Learn
10549,catboost
10551,Scikit-Learn
10552,Caret
10553,Scikit-Learn
10554,Spark MLlib
10555,Scikit-Learn
10558,TensorFlow
10562,Scikit-Learn
10563,Keras
10565,Scikit-Learn
10567,Scikit-Learn
10568,Scikit-Learn
10569,Scikit-Learn
10570,Fastai
10571,randomForest
10575,Keras
10576,TensorFlow
10577,Caret
10578,TensorFlow
10579,Scikit-Learn
10580,TensorFlow
10581,Scikit-Learn
10582,Scikit-Learn
10584,Scikit-Learn
10586,Scikit-Learn
10587,Scikit-Learn
10588,Scikit-Learn
10589,TensorFlow
10590,Scikit-Learn
10592,Caret
10593,TensorFlow
10595,Scikit-Learn
10597,Xgboost
10598,Keras
10599,Keras
10604,Scikit-Learn
10605,TensorFlow
10609,Keras
10610,TensorFlow
10611,Scikit-Learn
10613,Scikit-Learn
10614,Scikit-Learn
10615,Keras
10618,Caret
10621,Spark MLlib
10623,TensorFlow
10626,Caret
10627,Scikit-Learn
10628,Scikit-Learn
10631,Scikit-Learn
10634,Scikit-Learn
10635,Scikit-Learn
10636,Scikit-Learn
10638,TensorFlow
10639,Scikit-Learn
10641,Keras
10646,Scikit-Learn
10647,TensorFlow
10648,Scikit-Learn
10649,H20
10652,Keras
10653,Scikit-Learn
10654,TensorFlow
10655,Caret
10656,Scikit-Learn
10657,Scikit-Learn
10658,TensorFlow
10659,Xgboost
10660,TensorFlow
10662,Scikit-Learn
10663,Scikit-Learn
10664,Keras
10665,Scikit-Learn
10667,randomForest
10668,Spark MLlib
10669,Scikit-Learn
10670,Scikit-Learn
10671,TensorFlow
10673,Caret
10674,Caret
10675,PyTorch
10677,Keras
10678,randomForest
10679,Keras
10680,Scikit-Learn
10682,TensorFlow
10683,Scikit-Learn
10684,Scikit-Learn
10685,PyTorch
10686,Keras
10687,PyTorch
10688,Scikit-Learn
10689,Caret
10690,TensorFlow
10694,TensorFlow
10695,Scikit-Learn
10697,Keras
10698,Caret
10699,Scikit-Learn
10701,Scikit-Learn
10702,Scikit-Learn
10704,Keras
10705,Scikit-Learn
10706,Scikit-Learn
10707,PyTorch
10709,Scikit-Learn
10710,Scikit-Learn
10712,randomForest
10713,Scikit-Learn
10715,Keras
10717,Scikit-Learn
10720,randomForest
10724,Xgboost
10725,Scikit-Learn
10727,Scikit-Learn
10728,Scikit-Learn
10729,Scikit-Learn
10730,Keras
10732,randomForest
10733,Scikit-Learn
10735,Scikit-Learn
10736,Caret
10737,Keras
10738,H20
10739,Keras
10741,PyTorch
10743,TensorFlow
10746,Keras
10748,TensorFlow
10749,Scikit-Learn
10751,randomForest
10752,Scikit-Learn
10755,TensorFlow
10756,Caret
10757,Scikit-Learn
10759,Scikit-Learn
10760,Scikit-Learn
10761,Scikit-Learn
10762,randomForest
10764,Keras
10765,Scikit-Learn
10766,TensorFlow
10767,Scikit-Learn
10768,Spark MLlib
10770,Caret
10771,Scikit-Learn
10774,Scikit-Learn
10775,Scikit-Learn
10776,Scikit-Learn
10779,Caret
10780,TensorFlow
10781,TensorFlow
10782,Keras
10783,Scikit-Learn
10784,Caret
10785,Scikit-Learn
10786,TensorFlow
10787,Scikit-Learn
10788,Xgboost
10790,Caret
10791,H20
10792,TensorFlow
10793,TensorFlow
10794,Scikit-Learn
10795,Fastai
10796,Caret
10798,Scikit-Learn
10800,Scikit-Learn
10801,Scikit-Learn
10803,randomForest
10805,Scikit-Learn
10806,Scikit-Learn
10808,H20
10809,Scikit-Learn
10810,H20
10811,Xgboost
10812,Scikit-Learn
10813,Caret
10815,Scikit-Learn
10816,TensorFlow
10817,Scikit-Learn
10819,Scikit-Learn
10820,Scikit-Learn
10821,Keras
10822,TensorFlow
10823,Caret
10824,Xgboost
10825,Scikit-Learn
10826,Scikit-Learn
10827,Fastai
10829,Keras
10830,Spark MLlib
10832,catboost
10834,Scikit-Learn
10835,Scikit-Learn
10836,TensorFlow
10838,Scikit-Learn
10839,Scikit-Learn
10840,TensorFlow
10841,Scikit-Learn
10842,Scikit-Learn
10843,Scikit-Learn
10844,PyTorch
10845,Scikit-Learn
10849,randomForest
10851,Spark MLlib
10852,TensorFlow
10853,Keras
10854,Keras
10855,H20
10856,Scikit-Learn
10857,Keras
10858,TensorFlow
10861,Scikit-Learn
10862,Scikit-Learn
10863,Spark MLlib
10864,H20
10865,TensorFlow
10868,Scikit-Learn
10869,Xgboost
10870,Scikit-Learn
10872,Keras
10873,Scikit-Learn
10874,Scikit-Learn
10875,Scikit-Learn
10876,Scikit-Learn
10878,Scikit-Learn
10879,Keras
10880,catboost
10883,Keras
10884,Xgboost
10886,randomForest
10887,Scikit-Learn
10888,Scikit-Learn
10890,TensorFlow
10891,Scikit-Learn
10892,Scikit-Learn
10894,Keras
10897,Scikit-Learn
10902,H20
10903,Scikit-Learn
10904,TensorFlow
10905,Keras
10906,TensorFlow
10909,Keras
10910,Scikit-Learn
10911,Scikit-Learn
10912,PyTorch
10913,Scikit-Learn
10915,Scikit-Learn
10917,Scikit-Learn
10918,Scikit-Learn
10919,Keras
10920,Keras
10922,Scikit-Learn
10924,Keras
10926,Scikit-Learn
10927,Scikit-Learn
10929,Scikit-Learn
10930,Scikit-Learn
10932,PyTorch
10933,Scikit-Learn
10934,TensorFlow
10935,Keras
10937,Scikit-Learn
10938,Scikit-Learn
10941,Spark MLlib
10944,Scikit-Learn
10945,Scikit-Learn
10947,Scikit-Learn
10948,Scikit-Learn
10949,Keras
10950,Scikit-Learn
10951,Scikit-Learn
10952,Keras
10953,Keras
10956,randomForest
10957,Scikit-Learn
10958,randomForest
10959,Caret
10960,TensorFlow
10961,TensorFlow
10962,Scikit-Learn
10964,Scikit-Learn
10965,Xgboost
10966,Keras
10968,Scikit-Learn
10969,Scikit-Learn
10971,Caret
10972,Caret
10976,Scikit-Learn
10977,Caffe
10978,TensorFlow
10979,randomForest
10981,Scikit-Learn
10982,Scikit-Learn
10983,Scikit-Learn
10984,Scikit-Learn
10985,Scikit-Learn
10986,PyTorch
10987,TensorFlow
10988,lightgbm
10989,PyTorch
10990,Scikit-Learn
10991,PyTorch
10995,Scikit-Learn
10996,Scikit-Learn
10997,Scikit-Learn
10998,Keras
10999,Scikit-Learn
11000,Caret
11001,Scikit-Learn
11002,Caret
11004,PyTorch
11005,Scikit-Learn
11006,Scikit-Learn
11007,TensorFlow
11008,Keras
11009,TensorFlow
11010,Fastai
11011,Scikit-Learn
11012,Scikit-Learn
11013,PyTorch
11014,Scikit-Learn
11016,lightgbm
11017,TensorFlow
11021,Scikit-Learn
11022,Scikit-Learn
11023,Scikit-Learn
11025,randomForest
